title,location,size,price
4 Bed House with Garden at Red Hill,"Red Hill, Rosslyn, Westlands","Rosslyn, Redhill - 4 Bedroom House to Let",250000.0
5 Bed House with En Suite at Daggorett Road,"O, Daggorett road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
7 Bed House with En Suite in Runda,"Runda, Westlands",Spectacular 7 Bedroomed Ambassadorial For Rent...,500000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",ATTRACTIVE 4 BEDROOM ALL ENSUITE FOR RENT IN WE...,260000.0
5 Bed Townhouse with En Suite at Karen,"karen, Karen","5 BEDROOM TOWNHOUSE TO LET IN KAREN AT KES 220,...",220000.0
5 Bed Townhouse with En Suite at Miotoni,"Miotoni, Karen","5br Townhouse, Karen",400000.0
3 Bed House with En Suite in Kilimani,Kilimani,3 Bedroom Bungalow For Rent,240000.0
6 Bed Townhouse with En Suite at Lavington Road,"90, Lavington Road, Lavington",Two UNITS of Beautiful 6 Bedroom Townhouses for...,250000.0
5 Bed House with En Suite in Karen,Karen,5 Bedroom Villa,300000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 5 Bedroom Town House For Rent,500000.0
4 Bed Townhouse with En Suite at Old Kitisuru Road,"Old Kitisuru Road, Kitisuru, Westlands",Executive 4 bedroom townhouse all ensuite with...,400000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Furnished 4 bedroom townhouse for rent,400000.0
5 Bed Villa with En Suite in Kileleshwa,Kileleshwa,5 bedroom villa for sale in kileleshwa,180000.0
4 Bed Townhouse with En Suite at Shanzu Road,"Shanzu Road, Kyuna, Westlands",Executive 4 bedroom townhouse all ensuite with...,190000.0
5 Bed House with Garden in Loresho,"Loresho, Westlands",5 bedroom security complex home to rent in Lore...,580000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent in Lavington,180000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Modern 4Bedroom Townhouse to Let in Lavington,620000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
4 Bed Townhouse with En Suite at Runda,"Runda, Kiambu Road",Luxurious 4 bedroom townhouse for rent off kiam...,260000.0
3 Bed House with En Suite in Tigoni,"Tigoni, Limuru",3 BEDROOMS,150000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,350000.0
5 Bed Townhouse with En Suite at School Lane,"school lane, Westlands Area, Westlands","Westlands, School lane, Townhouse- TO LET",260000.0
4 Bed Villa with En Suite at Brookside Drive,"Brookside Drive, Brookside, Westlands",4bedroom+Den+ Detached SQ Villa For Rent,160000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",EXCEPTIONAL RESIDENTIAL/COMMERCIAL STAND-ALONE...,450000.0
4 Bed House with En Suite at Kencom Sacco,"Kencom Sacco, Kiambu Road",4 BEDROOM VILLA TO LET,200000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4 bedrooms town House with garden in spring Val...,270000.0
5 Bed Townhouse with En Suite in Rosslyn,"Limuru Road, Rosslyn, Westlands",Executive 5 bedroom townhouse with private swim...,550000.0
6 Bed House at Ruaka Road,"RUAKA ROAD, Ruaka Road, Runda, Westlands",AN EXCLUSIVE BRAND NEW HOUSE FOR RENT IN RUNDA...,600000.0
3 Bed House with Swimming Pool at Grevillea Grove,"Grevillea grove, Kyuna, Westlands","Secure, Serene 3 Bedroom Villa 3KE1583544",350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Homely 4Bedroom all ensuit plus dsq for Rentin...,150000.0
4 Bed Townhouse with Backup Generator in Kitisuru,"Kitisuru, Westlands",Modern 4 Bedroom Townhouse in kitisuru For Rent...,400000.0
5 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,270000.0
3 Bed House with En Suite at Karen,"Karen, Karen Hardy",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,110000.0
3 Bed House with Garden at Convent Drive,"Convent drive, Lavington",Stunning secure 3 bedrooms bungalow plus Dsq se...,260000.0
4 Bed House at Hardy,"Karen,hardy, Karen Hardy",FOUR BEDROOM HOUSE FOR RENT IN KAREN,300000.0
5 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington",Extremely beautiful 5 bedrooms house plus famil...,345000.0
2 Bed House in Karen,Karen,2bdr rent,120000.0
4 Bed Townhouse with En Suite at Kihingo/Kirawa Road,"Kihingo/kirawa road, Lower Kabete, Westlands",4 bedroom Townhouse for rent,200000.0
2 Bed Townhouse with En Suite at Loitoktok,"Loitoktok, Kileleshwa",2BEDROOM for rent in Kileleshwa,85000.0
5 Bed House with En Suite at Brookside,"01, Brookside, Westlands",Executive 5 Bedroom House Master en-suite for...,150000.0
2 Bed House with En Suite at Karen Hardy,"Karen hardy, Karen Hardy",2 BEDROOM FULLY FURNISHED COTTAGE FOR RENT IN K...,130000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 5Bedroom Townhouse to Let in Lavington,285000.0
4 Bed Townhouse with En Suite at Ngong Road,"Ngong road, Kilimani",4 bedroom townhouse for rent in kilimani,100000.0
4 Bed House with En Suite at Kerarapon Road,"Kerarapon road, Karen",4 Bedroom Bungalow,90000.0
3 Bed House with En Suite at Muthaiga North,"Muthaiga North, Muthaiga",Tranquil Fully Furnished 3 Bedroom House To Let...,150000.0
3 Bed Villa with En Suite at La-Marina Mtwapa,"Mtwapa, La-marina Mtwapa",Creek Beach view 3 Bedroom cottage available fo...,15000.0
4 Bed Villa with En Suite at Diani Beach,"Diani Beach, Diani",4BR Beach Side Family Holiday Villa - 45K Per N...,45000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Rustic 4 bedroom Town House Plus Dsq,260000.0
4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",A Spacious 4 Bedroom Townhouse To Let in Loresh...,120000.0
4 Bed House with En Suite at Spring Valley,"spring valley, Spring Valley, Westlands",Fully Furnished Four-bedroom bungalow available...,340000.0
5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Town Hse 5bd all ensuite dsq study room Mature...,240000.0
2 Bed House with Garden at Mae Drive Properties,"Mae drive properties, Runda, Westlands",2 BEDROOMS,125000.0
5 Bed House with En Suite in Kiambu Road,Kiambu Road,5 bedroom house to rent in Kiambu Road (Kenya),180000.0
5 Bed House with En Suite at Karen Bomas Of Kenya,"Karen bomas of kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",4 Bedroom all Ensuite with Swimming Pool,516500.0
5 Bed House with En Suite at Runda,"Runda, Westlands",Spacious 5 bed house in Runda for rent,200000.0
5 Bed Villa with Garden in Runda,"Runda, Westlands",Runda 5 bedroom all ensuite Villa to let,460000.0
4 Bed House with Borehole in Nyari,"Nyari, Westlands",4Br House in Nyari,290000.0
5 Bed Townhouse with En Suite in Karen,Karen,KAREN - 5 BEDROOM TOWNHOUSE FOR RENT,370000.0
6 Bed House with En Suite at Karen Magadi Road,"Karen Magadi road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN,400000.0
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,5Bedroom Residential House for Rent in Kilelesh...,450000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Welcoming! Kitisuru Five Bedroom Stand-Alone Ho...,350000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Elegant 4 bedroom townhouse in kileleshwa,250000.0
5 Bed House with En Suite at Karen Ndenge Road,"Karen NDENGE road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,550000.0
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen Hardy",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,250000.0
5 Bed House with En Suite at Kitisuru Road,"22, Kitisuru Road, Kitisuru, Westlands",Modern Living Next to isk You have an opportuni...,400000.0
4 Bed Townhouse with En Suite at Kyuna Crescent,"Kyuna crescent, Kyuna, Westlands",Elegant 4 bedroom townhouse in a gated compound...,260000.0
2 Bed Townhouse with En Suite at Un Avenue,"Un Avenue, Gigiri, Westlands","Furnished all ensuite 2br cottage+ Study ,Gigi...",240000.0
5 Bed House with En Suite at Runda,"Runda, Westlands",Luxurious 5 Bedroomed Double Storey For Rent In...,420000.0
5 Bed House with En Suite at Rosslyn Lone Tree,"Rosslyn Lone tree, Rosslyn, Westlands",Rosslyn lone tree lovely 5 bedroom in a gated c...,400000.0
5 Bed Townhouse with En Suite at Apple Cross,"110, Apple Cross, Lavington",Spacious Elegant 5 bedroom townhouses in a gate...,350000.0
5 Bed House with En Suite at Faith Avenue,"10046, faith avenue, Runda, Westlands",RUNDA MODERN 5 BEDROOM HOUSE FOR RENT,500000.0
5 Bed House with En Suite in Karen,Karen,5 bedroom house to rent in Karen (Kenya) 3KE161...,380000.0
1 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Cozy 1 Bedroom Furnished Cottage,70000.0
4 Bed House in Kilimani,Kilimani,Fenced In Furnished 4 Bed Townhouse To Let In K...,180000.0
5 Bed House with En Suite at Runda Road,"90, Runda Road, Runda, Westlands","This immaculate, professionally-designed double...",400000.0
4 Bed House with En Suite at Karen Kcb,"Karen kcb, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,350000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",LUXURIOUS 5 BEDROOM TOWNHOUSE TO LET IN LOWER K...,800000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Brand new! Lavington 4 Bedroom Villa within A G...,600000.0
4 Bed Villa with En Suite in Westlands Area,"Westlands Area, Westlands","WESTLANDS, 4 BEDROOM VILLA FOR RENT.",230000.0
3 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,80000.0
5 Bed House with En Suite at Nyari West,"78, Nyari west, Nyari, Westlands",Beautiful 5 Bedroom Stand Alone House For Rent...,350000.0
4 Bed House with En Suite at Bomas Of Kenya,"O, Bomas of Kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,200000.0
4 Bed House with En Suite at Kileleshwa,Kileleshwa,Stunning secure 4 bedroom double storey house p...,300000.0
4 Bed Townhouse with En Suite at Rimpa,"Rimpa, Ongata Rongai",4 bedroom All Ensuite Plus family Room,70000.0
1 Bed House with Backup Generator in Runda,"Runda, Westlands",1Br House in Runda,45000.0
5 Bed Villa with En Suite in Lavington,Lavington,5 Bedrooms House with Garden to let In Lavingto...,300000.0
3 Bed House with En Suite at Karen,Karen,3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,90000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Five Bedroomed Villa,280000.0
3 Bed House with En Suite in Karen,Karen,3 bedroom for rent,150000.0
4 Bed House with En Suite at Karen,"O, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
2 Bed House with En Suite at Nyari West Drive,"Nyari west drive, Nyari, Westlands",Fully furnished 2 bed Geust wing with a private...,140000.0
3 Bed Townhouse with En Suite at Runda Mumwe,"Runda Mumwe, Runda, Westlands",3 Bedrooms,327000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,4BEDROOM TOWNHOUSE TO LET IN KILELESHWA,170000.0
3 Bed Townhouse with En Suite at Gigiri,"Gigiri, Westlands","3br Furnished Townhouse, Gigiri",450000.0
4 Bed Townhouse with En Suite at Spring Valley Rd,"1, Spring valley Rd, Spring Valley, Westlands",Exclusive 4 Bedrooms detached Townhouse to let...,350000.0
3 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,A SUPER MODERN THREE BEDROOM VILLA IN A GATED C...,130000.0
5 Bed House with Garden in Muthaiga,Muthaiga,5 bedroom house to rent in Muthaiga (Kenya),857005.0
5 Bed House with En Suite in Runda,"Runda, Westlands",A LUXURIOUS SIX BEDROOM DOUBLE STOREY UNIT IN R...,450000.0
1 Bed House with En Suite at Runda,"Runda estate, Runda, Westlands",Runda 1brd Guest wing,40000.0
4 Bed House with En Suite in Tigoni,"Tigoni, Limuru",Lovely 4 Bedroom House to let,100000.0
3 Bed House with En Suite at Old Runda Rwaka Road,"Old Runda rwaka road, Runda, Westlands",Runda 3 bedroom fully furnished and Serviced Ge...,170000.0
4 Bed House with En Suite in Kiambu Town,Kiambu Town,4 bedroom house to rent in Kiambu Road (Kenya),180000.0
5 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali","Executive 5 Bedroom Villa Holiday Home, KSh30 K...",30000.0
6 Bed House with En Suite in Nyari,"Nyari, Westlands",Nyari 6 bedroom house To Let,360000.0
4 Bed House with En Suite at Kcb Karen,"Kcb Karen, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
5 Bed House with En Suite at Runda,"Runda, Westlands","5br House, Runda",220000.0
4 Bed House with En Suite at Karen Miotoni Road,"Karen miotoni road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,290000.0
5 Bed Townhouse with En Suite at Gated Community Near Lavington Mall,"Gated community Near Lavington Mall, Lavington",Modern 5 Bedroom House for Rent in Lavington,350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Executive 4 Bedroom House All en-suite + dsq fo...,250000.0
5 Bed House with Garden in Karen,Karen,SUB URBAN,250000.0
3 Bed Townhouse with Garden at Ridgeways,"ridgeways, Ridgeways",3 BEDROOM TOWNHOUSE TO LET IN RIDGEWAYS AT KES...,160000.0
2 Bed House with En Suite at Hardy,"Hardy, Karen Hardy",2 Bedroom Cottage,90000.0
4 Bed Villa with En Suite at Ngecha Road,"Ngecha Road, Kitisuru, Westlands","Kitisuru, Villa, Gated Community – TO LET",600000.0
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",NYARI:BEAUTIFUL 5BEDROOM HOME TO LET,400000.0
4 Bed Villa with En Suite at Karen,"karen, Karen",Lovely 4 BEDROOMS family home for rent with a s...,380000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4 Bedroom Townhouse with own gate in gated comm...,270000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",A Stunning 4Bedroom for Rent in Spring valley,260000.0
4 Bed Townhouse with En Suite at Convent Drive,"A 70, Convent Drive, Lavington",4 bedroom maisonnette in Lavington,150000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington: 4 Bedroom Townhouse plus study/offic...,320000.0
4 Bed Townhouse with En Suite in Redhill,Redhill,Newly Built Red Hill 4-bedroom Townhouse For Re...,150000.0
4 Bed Townhouse with En Suite at Kitisuru,"Kitisuru, Westlands",Kitisuru : 4 bedroom All en-suite Town house wi...,450000.0
4 Bed Villa with En Suite at Kikambala,"Sultan Palace, Kikambala",Luxurious Beach Villa available for Holidays,100000.0
5 Bed House with En Suite in Karen,Karen,5 bedroom house for rent,600000.0
5 Bed Townhouse with En Suite at Off Peponi Road,"Off peponi road, Spring Valley, Westlands",Ultra-modern 5 bedrooms townhouse,300000.0
5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Westlands a spacious well maintained 5bedrooms...,180000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Five Bedroomed Standalone Villa,200000.0
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",Stunning 5 Bedroomed Town House For Rent In Run...,350000.0
6 Bed Townhouse with En Suite at Lavington Estate.,"0324m/0405p, Lavington Estate., Lavington",Semi furnished exquisitely designed six bedroom...,375000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",Fully Furnished One Bedroom To Let in Runda,60000.0
5 Bed House with En Suite at Karen,Karen,5 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
5 Bed Villa with En Suite at Animo Mtwapa,"Danka, Animo Mtwapa, Mtwapa",Fully furnished 5 bedroom villa available for s...,40000.0
3 Bed Villa with En Suite at La-Marina Mtwapa,"La-marina, La-marina Mtwapa, Mtwapa",Villa available for Holiday Bookings,25000.0
5 Bed Villa with En Suite in Ukunda,"Diani, Ukunda",5 Bedroom Luxurious Villa At A Serene Area Of D...,82000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,FIVE BEDROOM SIX BATHROOM TOWNHOUSE PLUS 2 - 1...,800000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Runda Estate : A Stylish 4 Bedroom cottage on 1...,350000.0
4 Bed House with Garden in Thome,"Thome, Roysambu",4 bedroom house to rent in Thome,135000.0
4 Bed House with En Suite at Ruaka Drive,"009, Ruaka Drive, Runda, Westlands",A modern and spacious 4 bedroom townhouse. In a...,350000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",Luxury Defined 4-bedroom UNFURNISHED Townhouse...,400000.0
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,4 Bedroom all Ensuite townhouse for Rent in Rid...,300000.0
3 Bed Townhouse with En Suite in Kilimani,Kilimani,Newly Renovated 3Bedroom Maisonette plus Tv Roo...,135000.0
3 Bed House with En Suite at Mukoma Road,"O, mukoma road, Karen",3 BEDROOM FULLY FURNISHED HOUSE FOR RENT IN KAR...,140000.0
4 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington","Stunning secure 4 bedroom townhouse study rm, d...",270000.0
5 Bed Villa with En Suite at Malindi,"Malindi Beach, Malindi",Fully furnished villa Malindi available for Hol...,65000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Elegant 4 Bedroomed Double Storey For Rent In R...,300000.0
3 Bed Townhouse with En Suite in Kilimani,Kilimani,3Bedroom plus dsq to Let in Kilimani,166000.0
4 Bed House with Garden at Runda Groove,"Runda Groove, Runda, Westlands",4 bedroom house to let in Runda on 1 acre with...,290000.0
4 Bed House with En Suite at Runda Drive,"Runda Drive, Runda, Westlands",Runda - 4 Bedroom House to Let,240000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,A Stunning 5Bedroom plus Dsq Townhouse to let i...,250000.0
3 Bed Townhouse in Westlands Area,"Westlands Area, Westlands",WESTLANDS; 3 Bedroom split level Apartment with...,170000.0
5 Bed House with Garden in Muthaiga,"Old muthaiga Nairobi, Muthaiga",A 5bdrm family house to let in muthaiga.,5500.0
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,An Elegant 5Bedroom + Dsq for Rent in Kileleshw...,180000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Stunning 4Bedroom Maisonette to Let in Kilelesh...,100000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,A MODERN FOUR BEDROOM VILLA IN A GATED COMMUNIT...,110000.0
4 Bed House with En Suite at Miotoni Road,"O, miotoni road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,400000.0
4 Bed House with En Suite in Karen,Karen,Affordable 4 bedroom house available to let in...,150000.0
4 Bed House with En Suite in Karen,Karen,BANDA,250000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,Very impressive secure 4 bedrooms townhouse plu...,155000.0
4 Bed House with Garden in Spring Valley,"Spring Valley, Westlands",Four Bedrooms Guesthouse For Rent In Spring Val...,130000.0
3 Bed House with En Suite at Karen Area,"O, Karen area, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENY...,140000.0
1 Bed House with En Suite in Lavington,Lavington,A Serene Unfurnished Studio House To Let - Alon...,55000.0
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,"4br Furnished, Townhouse, Kiambu Road",350000.0
4 Bed House with En Suite at Karen,"O, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,400000.0
4 Bed House with En Suite at Kiambu Rd,"01, Kiambu Rd, Kiambu Road",Executive 4 Bedroom House all en-suite + dsq fo...,250000.0
5 Bed Townhouse with En Suite at Loresho Ridge,"10071, Loresho ridge, Loresho, Westlands",LORESHO MODERN 5 BEDROOM TOWNHOUSE FOR RENT,650000.0
4 Bed House with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",AN ELEGANT 4 BR VILLA IN FOURWAYS JUNCTION ESTA...,148000.0
5 Bed House with En Suite at Farasi Lane,"Farasi Lane, Lower Kabete, Westlands","5 Bedroom House To Let, Farasi Close, Westlands",350000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Charming Home! Runda Five Bedrooms Stand Alone...,300000.0
3 Bed Townhouse with En Suite at Arwings Khodek Road,"arwings khodek road, Kilimani",Beautiful 3 Bedroom maisonette to let in Kilima...,90000.0
5 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",FIVE BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,300000.0
3 Bed Townhouse with En Suite at Gitanga Road,"Laxmi Estate, Gitanga Road, Lavington",3-Bedroom Maisonette for rent along Gitanga Roa...,80000.0
5 Bed Townhouse with En Suite at Off Langata Rd,"Off Langata rd, Karen",BEAUTIFUL 5 BEDROOM HOUSE FOR RENT IN KAREN,430000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington in a well secured gated community 4be...,270000.0
4 Bed House with En Suite at Hub Mall,"Hub mall, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,200000.0
4 Bed House with En Suite in Karen,Karen,4 bedroom for Rent,200000.0
4 Bed House with En Suite at Ngoingwa,"NGOINGWA, Thika","BEAUTIFUL MODERN SEMI-DETACHED,4 BEDROOM MASTER...",35000.0
5 Bed House with En Suite at Hillcrest Road,"Hillcrest road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,180000.0
4 Bed Townhouse with En Suite at Shanzu Rd,"10011, shanzu rd, Kyuna, Westlands",KYUNA EXECUTIVE 4 BEDROOM TOWNHOUSE FOR RENT,250000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy And Modern Five Bedroomed Standalone Villa,300000.0
3 Bed House with En Suite at Windy Ridge,"windy ridge, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
4 Bed Townhouse with En Suite at Redhill/Limuru Road,"Redhill/Limuru Road, Redhill","4br Townhouse, Redhill",150000.0
5 Bed Townhouse with En Suite at Alkeyo Marakwet Close,"89, Alkeyo Marakwet close, Kilimani",This move-in-ready from end of Next Month home...,220000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",ALL EN-SUITE 4 BEDROOM TOWNHOUSE FOR RENT IN RU...,300000.0
3 Bed House in Athi River,Athi River,3 BEDROOM VILLA TO LET- ATHI RIVER- WITH SQ,40000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Charming 5 Bedroom Townhouse To Let in Lavingto...,200000.0
4 Bed Townhouse with Garden at Aboretum Drive,"Aboretum Drive, Riverside, Westlands",4 bedroom townhouses in a compound of 19,190000.0
5 Bed Townhouse with En Suite at Convent Drive,"A 70, Convent Drive, Kileleshwa",Letting a five bedroom townhouse,280000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",LUXURIOUS FIVE BEDROOM VILLA FOR RENT,550000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,Homely 4 Bedroom Villa for rent in Kiambu Road...,150000.0
3 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",New 3 Bedroom Cottage/ House,250000.0
4 Bed House with En Suite at Kcb,"Kcb, Karen",4 BEDROOM HOUSE FOR SALE IN KAREN NAIROBI KENYA,350000.0
3 Bed House with En Suite at Karen,Karen,3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,65000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom house in lavington for rent,230000.0
2 Bed House with En Suite in Karen,Karen,Matrazzos Apartment,60000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Elegant 4 Bedroom All en-suite With 2 Dsq,250000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",Stunning 5 Bedroom Smart House For Rent,650000.0
1 Bed House with En Suite in Tigoni,"Tigoni, Limuru",1 Bedroom Furnished & Serviced House - Country...,110000.0
2 Bed House with En Suite at Karen,Karen,2 BEDROOM FURNISHED COTTAGE FOR RENT IN KAREN N...,130000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Kileleshwa a modern 4bedrooms plus dsq all ensu...,320000.0
4 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Corner Hse 4bd all ensuite dsq Own Gate Mature...,165000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4Br Townhouse in Westlands,260000.0
2 Bed House with En Suite at Silanga Road,"Silanga road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,45000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Runda Estate : A modern 5 Bedroom Double Storey...,400000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",4 BEDROOM STAND ALONE HOUSE IN RUNDA,290000.0
6 Bed House with En Suite at Hardy,"Karen,hardy, Karen Hardy",6 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,550000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Newly Renovated 4 Bedrooms House To Let In Rund...,380000.0
5 Bed House with En Suite at Lower Kabete,"Lower Kabete, Westlands",Lower Kabete: 5 Bedroom Stand Alone House With...,350000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",4 Bedroom all Ensuite Townhouse for Rent in Run...,350000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",AN AMAZING STATE OF ART FOUR BEDROOM MODERN MAN...,400000.0
4 Bed Townhouse with En Suite in Kikuyu Town,"Kikuyu Town, Kikuyu",Four Bedroom Townhouse To Let Kikuyu,60000.0
5 Bed House in Rosslyn,"Rosslyn, Westlands",Spacious 3 & 5 Bedroom Houses To Let In Rosslyn,580000.0
4 Bed House with En Suite in Lavington,Lavington,Lovely Four-Bedroom Bungalow on 1 Acre,250000.0
4 Bed Townhouse with En Suite at Convent Drive,"Convent drive, Lavington",4 Bedroom Town House Plus Dsq,300000.0
2 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",2 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,90000.0
2 Bed Townhouse with En Suite at Runda,"Runda, Westlands",2 BEDROOM HOUSE FOR RENT,100000.0
3 Bed House with En Suite at Royale Road,"Royale road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,90000.0
3 Bed Villa with En Suite at Fourways,"fourways, Kiambu Road",3 BEDROOM VILLA IN FOURWAYS JUNCTION TO LET,110000.0
5 Bed House with Garden at Thigiri,"Thigiri, Westlands","5br House, Thigiri",700000.0
4 Bed House with En Suite at Runda,"Runda, Westlands","4br House, Runda",300000.0
4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",4 Bed Townhouse with En Suite in Loresho,250000.0
2 Bed House with Garden at Langata South Road,"Langata south road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,60000.0
4 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,380000.0
4 Bed Townhouse with En Suite at Kiambu Road,"Kiambu road, Kiambu Road","4br Townhouse, Kiambu Road",200000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in Lavington,350000.0
3 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",3 bedroom cottage for rent in Karen,155000.0
4 Bed House with En Suite at Muteero Estate,"O, Muteero estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
