title,location,size,price
4 Bed House with En Suite at Karen,Karen,4 Bedroom house for rent in Karen,300000.0
4 Bed Townhouse with Swimming Pool at Fourways Junction,"Fourways Junction, Kiambu Road","4br Townhouse, Fourways, Kiambu Rd",157000.0
3 Bed House with En Suite in Runda,"Runda, Westlands",3Br Standalone Furnished house in Runda,180000.0
3 Bed House with En Suite at Mutundu Road,"Mutundu Road, Muthaiga",4 bedroom house to rent in Muthaiga - 3KE142016...,666936.0
3 Bed House with En Suite in Ruaka,Ruaka,STAND ALONE BUNGALOW IN A GATED COMMUNITY,40000.0
4 Bed House with En Suite at South C,South C,Masionette for Rent,100000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Charming 5 Bedroom House Plus Dsq,270000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Magnificent 5 Bedroom plus dsq to Let in Laving...,175000.0
3 Bed House with En Suite in Karen,Karen,3 bedroom house for rent,80000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroom House Plus Dsq - Own Compound,220000.0
3 Bed Townhouse with En Suite at Kiambu Road,"Kiambu road, Kiambu Road","3br Townhouse, Ridgeways",370000.0
5 Bed Townhouse with En Suite at Kabarsiran Close,"Kabarsiran Close, Lavington",Lavington- Kabarsiran Close -5 Bed Townhouse,200000.0
3 Bed House with En Suite at Mukoma Road,"O, mukoma road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,105000.0
4 Bed House with En Suite at Runda Groove,"Runda groove, Runda, Westlands",Lovely 4 bedroom house with lockable garage in...,320000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Alarming 4 Bedroomed Town Houses For Rent Runda...,330000.0
4 Bed House with En Suite in Lavington,Lavington,An Exquisite Penthouse For Rent in Lavington,170000.0
3 Bed House with Garden at Ring Road Westlands,"Ring Road Westlands, Westlands Area, Westlands","3-bedroom maisonette, Ring Road, Westlands",80000.0
2 Bed House with En Suite at Nyari Central,"Nyari central, Nyari, Westlands",2 bedroom tastefully fully furnished geust hous...,120000.0
2 Bed House with En Suite at Bongani Road,"Bongani road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,40000.0
2 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",2 BEDROOM COTTAGE FOR RENT IN KAREN,90000.0
5 Bed House with En Suite in Kiambu Road,Kiambu Road,"Luxurious 5 Bedroom, All En suite To Let on Kia...",180000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Modern 4 Bedroom House for Rent in Runda,300000.0
6 Bed House with En Suite in Kyuna,"Kyuna, Westlands",A LUXURIOUS NEWLY BUILT 6 BEDROOM HOUSE IN KYUN...,480000.0
4 Bed Townhouse at Peponi Gardens.,"Peponi gardens, Peponi Gardens., Spring Valley, Westlands",A Spectacular 4 Bedrooms detached Town house to...,350000.0
2 Bed House with En Suite at Karen,"O, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,100000.0
4 Bed House with En Suite at Karen Muteero Road,"Karen muteero Road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,320000.0
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",An Elegant 4Bedroom plus dsq for Rent in Kyuna,270000.0
4 Bed Villa with En Suite at Spring Drive,"Spring Drive, Garden Estate, Roysambu",A Furnished 4 Bedroom Villa To Let,180000.0
2 Bed House with Garden at Ridgeways,Ridgeways,"2br furnished cottage, Ridgeways",100000.0
4 Bed Townhouse with Swimming Pool at Ridgeways,Ridgeways,"4br Townhouse, Ridgeways",300000.0
3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,3 Bedroom Villa for Rent,120000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 BEDROOM TOWNHOUSE TO LET IN LAVINGTION 350K,350000.0
2 Bed House with En Suite in Karen,Karen,Charming 2 bedroom cottage,130000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",MODERN AND COSY 5 BEDROOMED STANDALONEVILLA,350000.0
5 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington",Gorgeous and stylish 5 bedrooms all en-suite Vi...,485000.0
6 Bed House with En Suite at Jacaranda Avenue,"777, Jacaranda Avenue, Lavington",A spacious and well maintained 6 bedroom house...,380000.0
5 Bed Villa with En Suite in Karen,Karen,5 BEDROOM vILLA FOR RENT KAREN,350000.0
3 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",3 & 1/2 Bedroom Townhouse with Luxury Amenities...,280000.0
4 Bed House with Borehole in Runda,"Runda, Westlands",4Br House in Runda,290000.0
6 Bed Townhouse with En Suite at James Gichuru Road,"009, james gichuru road, Lavington",spacious 6 bedrooms villa for rent in Lavington,430000.0
5 Bed House with En Suite at Bongani Road,"Bongani road, Karen",FIVE BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,300000.0
4 Bed House with En Suite at Grevillea Road,"A 70, Grevillea Road, Brookside, Westlands",Four bedroom all ensuite plus servant quarter t...,200000.0
4 Bed Townhouse with En Suite in Kilimani,Kilimani,4 bedroom townhouse to rent in Kilimani (Kenya)...,90000.0
5 Bed House with En Suite at Runda Drive,"2, Runda Drive, Runda, Westlands",A Cozy 5 Bedrooms house to let in the heart of...,400000.0
3 Bed House with En Suite in Ridgeways,Ridgeways,Three Bedroom House To Let in Ridgeways,160000.0
5 Bed House with En Suite at Karen Mokoyeti Road,"O, Karen mokoyeti road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,250000.0
4 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",Natures Lovers Paradise,310000.0
3 Bed Villa with En Suite at Nyali,"Nyali, Nyali Area",4 bedroom all en suite sea views apartments fam...,150000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands","Kitisuru,4 Beds Town House For Rent.",400000.0
4 Bed House with En Suite at Mutero Road,"mutero road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,"This expansive, immaculately presented townhous...",230000.0
5 Bed Townhouse with En Suite at Convent Drive,"66, Convent drive, Lavington",Tucked away in the quiet neighborhood of Laving...,300000.0
3 Bed Townhouse with Garden at Off Dennis Pritt Road,"Off Dennis Pritt Road, Kilimani",CHARMING 3 BED FURNISHED TOP-APARTMENT IN A TUD...,300000.0
2 Bed House with Garden at Langata South Road,"Langata south road, Karen","2 BEDROOM COTTAGE FOR RENT IN KAREN, NAIROBI",55000.0
5 Bed House in Lower Kabete,"Lower Kabete, Westlands",5 bedroom house to rent in Lower Kabete,450000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,"5br Townhouse, Lavington",250000.0
5 Bed Townhouse with En Suite in Garden Estate,"Garden Estate, Roysambu",Brand New 5 Bedroomed Town Houses For For Rent...,170000.0
4 Bed Townhouse with En Suite at Tara Road,"1, Tara Road, Runda, Westlands",Exclusive 4 Bedrooms detached Town houses to le...,350000.0
4 Bed House with En Suite at Ndege Road,"O, Ndege road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
5 Bed House with En Suite at Twinga Road,"O, Twinga road, Karen Hardy",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
4 Bed Villa with En Suite at Lavington,"Apple cross road, Lavington",4Bed House with Ensuite in Lavington,675000.0
4 Bed House with En Suite in Kenyatta Road,Kenyatta Road,3 bedrooms bungalows+Dsq,60000.0
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen Hardy",4 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,180000.0
4 Bed House with En Suite at Pan Africa,"Runda, Nairobi, Pan Africa, Westlands",Exciting 4 Bedroom Family Home For Rent in Rund...,400000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Furnished Townhouse to Let in Lavingto...,400000.0
5 Bed Villa with En Suite at Sultan Palace,"Sultan, Sultan Palace, Kikambala",Luxurious Beach villas available for Holiday at...,45000.0
5 Bed House with En Suite at Runda Mumwe,"runda Mumwe, Runda, Westlands","5 BEDROOMS HOUSE RUNDA MUMWE @ 500,000/-",500000.0
4 Bed House with Swimming Pool in Thika Road,Thika Road,4 bedroom house to rent in Garden City,250000.0
4 Bed House with Garden at Farasi Close,"Farasi close, Lower Kabete, Westlands",Natures Lovers Paradise,310000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",4 BEDROOM HOUSE FOR RENT KITISURU,400000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 5Bedroom plus 2DSQ Townhouse to let in L...,350000.0
3 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali","3br Luxurious Beach Side Holiday Home, Nyali Mo...",22000.0
1 Bed House with En Suite at Componi Road,"Componi road, Karen",1 bedroom furnished house for rent in karen,100000.0
5 Bed House in Rosslyn,"Rosslyn, Westlands",ROSSLYN:5bedroom all ensuite townhouse on 0.5ac...,350000.0
2 Bed House with Garden at Ndenge Road,"Ndenge road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,65000.0
3 Bed Townhouse with En Suite in Parklands,"Parklands, Westlands",AN EXCLUSIVE 3 BEDROOM FURNISHED TOWNHOUSE FOR...,120000.0
8 Bed House with En Suite at Runda,"Runda, Westlands","8br House, Runda",600000.0
6 Bed Townhouse with En Suite in Parklands,"Parklands, Westlands",Elegant 5 Bedroom + Guest Wing Townhouse To Let...,170000.0
5 Bed Townhouse with En Suite at Mbaazi Road,"A 70, Mbaazi Road, Lavington",Letting a five bedroom all ensuite townhouse,180000.0
5 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",A Stunning 5Bedroom plus dsq to Let in Brooksid...,270000.0
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,5 bedroom townhouse in kileleshwa for rent,250000.0
3 Bed Villa with En Suite in Mtwapa,Mtwapa,"3br Luxurious Beach Side Holiday Home North, 1...",15000.0
6 Bed House with En Suite at Off Ruaka Rd,"3, Off Ruaka Rd, Runda, Westlands",A Magnificent 6 Bedrooms Mansion to let in Rund...,400000.0
5 Bed House with Garden in Karen,Karen,House for Rent,300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",A MAGNIFICIENT FIVE BEDROOM HOUSE IN RUNDA,450000.0
3 Bed House with En Suite at Karen Kikeni Road,"Karen Kikeni road, Karen Hardy","3 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI, KE...",105000.0
5 Bed Villa with En Suite at Ruaka Road,"Runda,Nairobi, Ruaka road, Runda, Westlands",Homely 5 Bedroom Villa For Rent in Runda,534000.0
4 Bed Townhouse with En Suite at Lower Kabete Road,"Lower kabete road, Lower Kabete, Westlands",Elegant 4 Bedroom All Ensuite Townhouse,250000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",Brookside drive; Fully furnished 4 Bedroom Town...,400000.0
5 Bed Townhouse with En Suite at Woodvale Dr,"4, Woodvale Dr, Runda, Westlands",Executive and Brand New 5 Bedrooms Townhouse to...,250000.0
4 Bed House with En Suite in Muthaiga,Muthaiga,4 bedroom Maisonette to let in Old Muthaiga,130000.0
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",3 BEDROOM FURNISHED HOUSE TO LET,220000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,"5br Townhouse, Lavington",330000.0
1 Bed House with Garden at Karen Marist Road,"O, Karen Marist road, Karen Hardy",1 BEDROOM HOUSE FOR RENT IN KAREN,30000.0
3 Bed House with En Suite at Naromoru,"Naromoru, Nanyuki","A PICTURESQUE, FULLY FURNISHED 3 BEDROOM GOLF H...",190000.0
5 Bed House with En Suite in Garden Estate,"Garden Estate, Roysambu",Garden Estate/Ridgeways 5 bedroom house to let.,189000.0
5 Bed Villa with En Suite at Maziwa,"Maziwa, Lavington",Stylishly designed 5 bedrooms corner villa plus...,330000.0
5 Bed Townhouse with En Suite in Karen,Karen,5 bedroom house for rent in karen,350000.0
4 Bed House with En Suite at Peponi Road,"Peponi Road, Westlands Area, Westlands",PRESTIGIOUS 4-BEDROOM VILLA FOR RENT OFF PEPONI...,400000.0
5 Bed House with En Suite in Lavington,"54, Lavington",Unfurnished 5 Bedroom House To Let – Convent Dr...,190000.0
3 Bed Townhouse with En Suite at Kahawa,"KAHAWA, Kiambu Road",A SPECTACULAR MODERN THREE BEDROOM TOWNHOUSE IN...,100000.0
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,Impressive 4-bedroom Townhouse for Rent in Ridg...,250000.0
5 Bed House with En Suite at Karen Muteero Estate,"Karen muteero estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,320000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Westlands; Charming 4 Bedroom Townhouse to Let,300000.0
2 Bed House with En Suite at Runda,"Runda, Westlands",Runda 2 bedroom fully furnished,150000.0
5 Bed Townhouse with Swimming Pool in Lower Kabete,"Lower Kabete, Westlands",Executive 5 bedroom townhouse all ensuite with...,300000.0
1 Bed House with En Suite at Lone Tree Rosslyn,"Lone tree Rosslyn, Rosslyn, Westlands",Geust wing 1 bedroom well lit and Modern fully...,120000.0
4 Bed House with En Suite in Muthaiga,Muthaiga,Newly Refurbished 4-bedroom Townhouse To Let in...,450000.0
6 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,220000.0
6 Bed House with En Suite in Runda,"Runda, Westlands",Mansion for Rent in Runda,300000.0
4 Bed House with Garden in Thome,"Thome, Roysambu",4 bedroom house to rent in Thome,180000.0
3 Bed Townhouse with En Suite in Ridgeways,Ridgeways,AN AMAZING FOUR BEDROOM TOWNHOUSE IN A COMMUNIT...,180000.0
4 Bed House with En Suite in Karen,Karen,4 BEDROOM HOUSE TO LET,230000.0
4 Bed Townhouse with En Suite at Westlands,"0420m/0421p, Brookeside Drive, Westlands, Brookside",Exclusive four bedroom townhouse within Brookes...,200000.0
6 Bed House with En Suite at Karen Ushirika Road,"O, Karen ushirika road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
5 Bed House with En Suite at Owashika Villas,"Owashika Villas, Lavington",AN ELEGANT 5BEDROOM HOUSE TO LET IN GARDEN VIEW...,350000.0
3 Bed Townhouse with En Suite in Lavington,Lavington,3 bedroom ensuite townhouse in Lavington,150000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Rustic 4 bedrooms townhouse located in Serene e...,300000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Elegant 4 bedroom townhouse for rent in westlan...,250000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent in Lavington,300000.0
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
4 Bed House with En Suite at Eliud Mathu Street,"Eliud Mathu Street, Runda, Westlands",Elegant 4 Bedroom Standalone House For Rent Wit...,350000.0
4 Bed House with En Suite at Karen,"O, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,230000.0
4 Bed Townhouse with En Suite at Lavington Road,"009, Lavington Road, Lavington",Charming 4 bedroom All ensuite + dsq townhouse...,180000.0
4 Bed House in Kilimani,Kilimani,4 Bedroom Town House Plus Dsq,190000.0
4 Bed Villa with Garden at Eastern Bypass,"Eastern Bypass, Kamakis, Ruiru",Four Bedroom Villa All ensuite,135000.0
4 Bed Villa with En Suite at Msambweni,"Msambweni, Diani","Msambweni Beach villa,available for Holiday Boo...",30000.0
5 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali",EXCLUSIVE AND MODERN 5 BEDROOM VILLA ALL EN SUI...,150000.0
3 Bed Townhouse with En Suite in Karen,Karen,3 bedroom apartment to rent in Karen (Kenya) 3...,180000.0
3 Bed Townhouse with Garden at Kiambu Road,"77, Kiambu road, Kiambu Road",Edenville estate phase 2,120000.0
5 Bed Townhouse with En Suite in Syokimau,Syokimau,House in Syokimau,150000.0
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",AMAZING 5 BEDROOM HOUSE TO LET IN SPRING-VALLEY...,350000.0
4 Bed House with En Suite at Kigwa Road Ridgeways,"kigwa Road Ridgeways, Ridgeways",4 bedroom villa in a secure Gated community in...,420000.0
4 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,400000.0
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Rustic 3 Bedroom Cottage For Rent,130000.0
5 Bed House with En Suite at Ushirika Road,"Ushirika road, Karen Hardy",5 bedroom house for rent in karen,250000.0
2 Bed Villa with En Suite at Karen,"Fair Acres, Karen",Modern Villa for Rent,80000.0
2 Bed House with Garden in Nyari,"Nyari, Westlands",FURNISHED 2 BEDROOM COTTAGE FOR RENT,140000.0
2 Bed House with En Suite in Lavington,Lavington,Charming 2 Bedroom Guest Wing In Leafy Surround...,200000.0
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Homely 5Bedroom plus dsq for Rent in Spring val...,275000.0
4 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",SUPREMELY STYLISH FULLY FURNISHED 4 BEDROOM HOU...,350000.0
4 Bed House with En Suite at Peponi Road,"Peponi Road, Westlands Area, Westlands",Prestigious! Modern 4 Bedroom Townhouse with DS...,300000.0
3 Bed House with En Suite in Karen,Karen,Tawi Cottage,130000.0
4 Bed House with En Suite at Kitisuru Road,"0.6, Kitisuru Road, Kitisuru, Westlands",Modern Living Next to isk,400000.0
5 Bed Townhouse with En Suite in Nyali Area,"Nyali Area, Nyali",5 BEDROOM HOLIDAY VILLAS SERENA.,20000.0
6 Bed House with En Suite at Ndege Rd,"Ndege rd, Karen",Commercial 6 Bedroom Villa,300000.0
4 Bed House with Garden in Dennis Pritt,Dennis Pritt,4 Bedroom Townhouse Next To Statehouse,500000.0
6 Bed House with En Suite in Kileleshwa,Kileleshwa,KILELESHWA:RESIDENTIAL 4BEDROOM HOME WITH GUEST...,300000.0
4 Bed Townhouse with En Suite in Kilimani,Kilimani,"4 Bedroom townhouse for rent in kilimani, Denni...",170000.0
2 Bed House with En Suite at Ridgeways,Ridgeways,"2br Furnished Cottage, Ridgeways",100000.0
2 Bed House with En Suite at Fair Acres,"Fair Acres, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,45000.0
5 Bed House with Garden in Karen Hardy,Karen Hardy,Karen-5 Bedroom Stand Alone House For Rent,250000.0
5 Bed House with Garden in Runda,"Runda Nairobi, Runda, Westlands",A 5bdrm family house to let in runda.,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 Bedrooms Fully Furnished Townhouse For Rent L...,280000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Lavington 5bedrooms plus staff quarters 3ensuit...,250000.0
3 Bed House with En Suite at Karen,"O, Karen",3 BEDROOM FOR RENT IN KAREN,300000.0
3 Bed House with En Suite at Limuru Road,"Limuru Road, Rosslyn, Westlands","Three Bedrooms Bungalow for rent in Rosslyn,",180000.0
5 Bed House in Runda,"Runda, Westlands",Spectacular 5 Bedroom Double Storey All Ensuite...,370000.0
3 Bed House with En Suite at Gigiri Road,"Gigiri road, Gigiri, Westlands",Luxurious Brand new 3 bed fully furnished house...,530000.0
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",5 Bedrooms House,350000.0
4 Bed Townhouse with En Suite at Brookside Drive,"A 70, Brookside Drive, Brookside, Westlands",Letting a four bedroom all ensuite townhouse,300000.0
3 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area","Encapsulating an unmatched level of grandeur, e...",270000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedroom Townhouse To Let in Lavington,393000.0
4 Bed House with Garden in Brookside,"Brookside, Westlands",4 Bedrooms Houses,280000.0
4 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",4 BEDROOM MODERN VILLA IN A GATED COMMUNITY OF...,300000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,4 bedroom townhouse to rent in Kiambu Road - 3K...,126000.0
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",5 bedroom townhouse for sale in Kitisuru,350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington a Homely 4bedrooms plus dsq all en-su...,350000.0
